"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ecuador","ECU","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","23600000.38","24799999.24","11500000","43400001.53","66900001.53","66199996.95","125000000","86000000","122000000","114000000","167000000","147000000","188000000","175000000","2000000","3000000","3000000","3010000","5000000","4000000","9000000","4400000","5010000","5000000","6000000","6932673.063","7281253.06739","6504694.17284","6500000","54020037","62455627.0952381","83155618.156381","65597443.5777683","95347865.8516625","135971152.489921","148375073.5353","154049108.501747","167268211.104159","195915063.632134","291533662.200659","302374307.716292","371469504.772919","467445307.493583","654668980.287942","518019671.491921",
"Egypt, Arab Rep.","EGY","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33181819.92","26500000","33000000","233000000","140000000","255000000","223000000","142000000","344200000","108000000","38800000","32000000","34700000","14400000","79100000","12800000","57200000","135000000","179600000","241300000","254800000","304800000","292900000","292700000","354900000","351400000","622700000","352200000","270800000","514500000","471900000","444900000",
"Euro area","EMU","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","311507774.42","2638756274.138","3261377172.776","4454100965.339","4957720335.137","8187690908.051","8399126667.082","8865042706.912","11098252463.579","12684123391.205","14035462238.128","12383182240.115","11589930592.046","10879475699.835","10211687765.825","10278883992.359","13008260774.433","15777664392.529","17446838375.585","17315566719.868","21109710234.961","20535366266.8565","23970648775.5719","23703531614.3328","21612544676.7795","26484737517.7061","26076196340.2585","24389798266.4826","25431750505.9836","27816201242.0188","26694893740.2869","28496047555.3997","29297031139.4883","35767846455.3792","43008476918.8272","45271054983.0513","49724870579.9926","61507295370.9791","84443999697.6623","81581242185.5731","76508849668.1001","83187687098.4221","76512996167.198","82808742532.088","83963068265.7191","77336867816.9808","79496683615.6578","86454275516.8653","95775453545.2828","96268649466.0192","93644860208.6507",
"Eritrea","ERI","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4198774.80845998","1265691.2448987","1309557.56013746","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","1717612.982","2945085.049","2655160.189","1246556.401","7489693.642","11255760.19","11797623.63","16502719.88","15740970.61","23020278.93","130917480.5","128680984.5","129935958.9","162415481.6","246620330.8","158846364.984543","207192768.823867","392980838.618641","498084557.863139","490554745.242545","645759195.858655","754788474.486402","833185834.774309","1017174927.70668","549865012.576593","621628224.465715","573849904.534938","533009750.921658","539217663.908889","704875626.479077","732686895.931955","794233195.916736","897282075.773108","748880878.826063","557286247.567667","470665747.330447","496948975.757575","407460971.777296","353454937.676884","402801005.256773","368030578.55016","304127565.357781","362587684.760722","443326436.382785","459070923.295455","349342319.317736",
"Estonia","EST","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320204.415169581","180915.532188328","759945.357863189","3489548.58279957","2192880.57653515","4576594.24969177","3152281.24152988","3358921.44958013","3038226.40014686","2237405.01096876","4758523.04881797","18539153.7923595","26462865.7529732","49189886.8699244","73830848.5398401","90856579.1408188","127905386.585809","92426488.0244668","123279637.089322","113541463.498424","113164925.021604","100292645.084713","113887035.68818","93682192.4405709","121868052.900307","150986638.240191","234389414.173023","249257449.280709","203954450.576812",
"Ethiopia","ETH","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","2415458.918","917874.3958","676328.4802","579710.1259","676328.4802","289855.063","483091.8014","338164.2401","821256.0415","531400.9786","869565.1889","434782.5944","869565.1889","628019.3329","386473.429951691","736328.502415459","420000","349158.603548394","243603.570311315","1084585.08621588","5237572.52247337","4259554.82092029","3449004.43943337","12556900.7493156","14023477.8978156","16578457.7011039","17266999.8501961","9223744.77019881","16399501.0548882","14131041.5862534","14567672.8423018","21303989.7457363","26549565.2400667","46967151.950651","21832481.8744534","19882145.4031396","23077322.2929238","14253223.3005705","14437634.4110139","29869539.2632146","12461832.148055","8689449.30751725","","",
"European Union","EUU","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","336637239.52","2666068522.368","3292873787.236","4499896375.499","4996013582.357","8240569898.221","8474982151.092","8967418324.912","11166885382.889","12758875031.525","14118229579.738","12464121304.145","11727098438.746","11117547370.335","10447247687.125","10569079274.359","13346176545.933","16144789667.229","17932172115.785","17870105599.268","21372200893.8383","20895308663.4907","24450224072.163","24114832304.9397","22243649447.0307","27501347676.3605","27446687125.7585","25791786715.6917","27300956317.0363","29954446149.0584","29207774187.9968","31292896576.9405","32409611580.5333","39403438615.1773","46980467110.8079","50425544692.3691","55952485978.8534","70433332169.1407","95577059230.6649","90654491320.232","84696534479.0244","92173672222.492","85085639304.6076","91921871435.6789","94506018167.5333","87247898376.7848","91070967992.2457","101464896801.587","113427532833.076","114704640611.996","111107805094.765",
"Fragile and conflict affected situations","FCS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","87000000","85400000.095","93279988.05","113940000.057","177649904.26","246278686.53","297612864.494","1487125781.031","1816057396.9498","1956793057.6141","2584740270.0939","2968571151.1038","3146884400.7218","3133443726.5664","2225484213.8021","1846406574.1965","1391663475.1106","1292987159.4926","1375562505.8273","1434219740.3089","1804184484.07491","1771399456.63483","1952289725.16154","1647711185.03094","1312851390.37734","758281118.712547","923583570.015229","758029941.424519","807849722.586631","898886843.292942","1368166467.29027","1633311822.75582","4365427227.28509","5696590409.12711","6611448692.97666","6650600354.52585","7175005282.67515","6610067091.05596","8897152480.19452","11158280792.822","11314850484.1433","10863518852.1012","13543575002.1492","15926599851.1122","12374160822.1076","11578197360.4943","10612683646.3694","9718976232.52399","10694877316.1701","9113682829.29438","3353746786.13173",
"Finland","FIN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","6792973.042","8280723.572","11640783.31","13151628.49","13136022.57","14749095.92","12016345.02","12288872.72","12384394.65","11145952.22","12376421.93","6316862.106","7287922.382","9574397.087","5593505.383","15720900.3100206","58528759.8479116","34072172.0820614","35023238.5663624","41520258.9212842","54089789.4446647","54874346.9800861","88702318.1716049","103769670.406662","110903252.179937","99716150.0779867","96710854.5336319","113506988.619862","149160399.976677","224874522.059524","266225943.930895","436846661.056143","553323272.650589","684992069.41404","686711988.404859","720832415.917749","445209978.457792","774448556.661571","835049426.676704","762005202.183028","927683674.544489","882181100.003219","997504149.723501","1011154023.27839","958403302.002166","",
"Fiji","FJI","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","9883418.083","10342744.83","12321170.81","8150582.314","8672392.845","8220974.922","11009452.82","14123473.17","13667151.45","12165634.16","21101123.81","21540834.43","25278581.62","22089290.62","23284851.07","28412874.22","29509363.17","40048458.1","36365524.29","37597831.73","40413784.03","2219278.63444078","3814692.52945502","3892612.93658879","3827913.09051076","16142844.7421348","7870360.77755255","9759800.79715804","9142800.85193865","12870527.1515127","7158571.44240257","9631117.09562084","10533776.7698607","8225967.42108577","8469046.51128769","10660484.3747005","9666037.82031006","13015472.7656233","14917363.2306714","15730151.2680625","11256018.1127447","7445206.26030685",
"France","FRA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","2506303955","2526193604","2768169189","3671261963","4372491699","5070108398","4668909668","4341056641","4114147949","3839024902","4172761719","5141358398","5759801270","6387636230","5568719727","6773122236.62455","6891364594.1767","7978348004.09654","7284907934.78524","4148438984.00125","4794655248.89311","4319043066.44148","3991027127.068","4236760893.19551","4816444915.83566","5120657542.46751","5384609627.45087","6134107943.23151","7721669639.81457","9094683582.68995","9470052385.13183","10285441104.4263","11945214337.7972","13269362770.0897","11766845174.6336","12026060391.5078","12857522696.0119","12561160242.531","13424774110.1757","13729849894.4832","12791549840.9182","13284455662.4701","13798960222.9362","15075443509.4598","15087829562.7868","15038498839.8973",
"Faroe Islands","FRO","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6920000","6150000","5740000","13410000","9640000","5110000","5334267.35517441","18335386.5574104","23417696.472641","33371205.6488736","41017650.5539798","31363117.655086","31029077.1638003","34404214.8330668","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15247400","16560900","17020700","17913900","16452600","17330800","","","","","","",
"Gabon","GAB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","69973808.29","141358444.2","143553878.8","83575164.79","78817733.76","92136260.99","88956192.02","104192878.7","165114135.7","146404815.7","153433853.1","128585998.5","147319821.638922","117331405.1037","145829979.963653","196353628.711016","156338735.387476","99226998.2832575","113292395.012425","104156570.276899","89190341.0894727","84706957.1672205","77579832.3394355","95900828.2948047","96449265.0688453","115156510.420677","110298458.281732","185594146.924044","","154763490.178788","277656410.808082","253478346.032984","159042306.767882","239379342.204787","355744067.705881","250455409.726336","280695394.012308","121711150.465094","","","","","",
"United Kingdom","GBR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580819824","1624140381","1737755127","1171509948.58973","1090311674.84021","1056599124.36562","837831250.689998","1306238894.07928","1865982453.83582","1277046627.03899","1512520007.82267","1408536572.24759","5111709044.23517","5366131133.38073","5462692455.38331","5996404558.71086","6990702303.16724","8930419145.36721","9643117679.23323","10645651381.1205","11596568483.3642","11211837187.9426","9274761989.82672","9565109384.90186","9931101010.46054","10077435197.2653","10528125661.6366","11571027572.4211","10705712114.4564","10190899107.2853","9803750898.25304","10410129089.9593","10360300796.8854","9335700582.063",
"Georgia","GEO","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5800000","4500000","39400000","21019632.39","19835373.23","18911615.19","22164542.57","23869313.99","27107352.43","26741267.59","31699143.19","50979899.57","33609069.11","55132165.64","76800463.59","86732443.05","87714487.75","86131110.08","95862423.06","100492400.12","122154261.91","151149586.7","169883742.14","76894985.62",
"Ghana","GHA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","15681960.11","9399999.619","9899999.619","6199999.809","12500000","13899999.62","10899999.62","3599999.905","3200000.048","3299999.952","3500000","3400000","3700000","3900000","3900000","4600000","4799400","5000000","5400000","5600000","5900000","6089512.9065472","6399200","","","","","","","","0","0","","7990000","4840000","8942031.67182118","2607106387.33774","1548909687.62726","1112210000","956248076.150446","667262506.260227","",
"Gibraltar","GIB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","11750000","11720000.27","19729999.54","18329999.92","20400000","20940000","21570000","19920000","22240000","10430000","11261000","14400000","22930000","17927620","26910849.5027344","36833045.6733922","17810000","46376410.9846028","47950000","59860000","51600000","38960000","55510000","44870000","40980000","38810000","50720000","80680000","35857981.1513977","25699500.5148516","33870677.1223563","27780000","22890000","82690000","",
"Gambia, The","GMB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","2536263.704","2631835.699","2328187.704","2024539.948","1720892.072","1292364.478","","","","","","","","","","","","","","","","","","","","526103.489802291","522143.073196046","742945.863754765","946706.347332912","14640731.874284","3185323.54662973","8412067.91879382","58119088.1989003","91362708.7170283","66136002.2976319","69585194.3599469","25235850.1342668","20288573.4766983","18757995.3877613","16936520.3284511","18470826.7793464","","",
"Guinea-Bissau","GNB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","18600000.38","12600000.38","5500000","4000000","11500000","11600000.38","9899999.619","15750000","11620000","20010000","14960000","14820000","13240000","3410000","3696594.477","3983188.629","4269783.02","4556377.411","4842971.802","5129566.193","5416160.53247191","6488296.56496251","5373995.1442763","5351981.98852422","4322131.85612179","4330027.1038899","16750187.0233696","20190171.0342958","19650119.0243036","29957650.2271424","24964980.5146642","34545175.9096169","36523915.5801444","38406676.6679131","23574000","48288166.8385007","56715457.4913402","98051579.0071256","",
"Equatorial Guinea","GNQ","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331409.300821377","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","45000000","55000000","55000000","59000000","59000000","65000000","64000000","77000000","58000000","45000000","60000000","77000000","95000000","118000000","122000000","118000000","173000000","250000000","222000000","300000000","319000000","342000000","0","630571333.597043","545099711.90963","536152678.481654","411733893.824207","379474780.250991","496954583.841589","902051035.971901","982316113.00374","1459483045.07015","1912066619.81855","1844438806.03419","1931819013.07155","1941807064.30086","1437386208.76628","1291061264.93958","1424499197.40174","1870201142.471","1800318875.52918","2083354726.70232","2287128999.21003","2666198439.31114","2725263243.97497",
"Grenada","GRD","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","2599999.905","5199999.809","5099999.905","4300000.191","5162962.914","6025926.113","6888888.836","7296296.12","7518518.448","111111.1119","25925.9259259259","22222.2222222222","18518.5185185185","18518.5185185185","18518.5185185185","25925.9259259259","","822222.222222222","892592.592592592","940740.740740741","1214814.81481482","1214814.81481482","1214814.81481482","1214814.81481482","1214814.81481482","1422548.14814815","1476888.88888889","1595040","1795856.2962963","1496148.14814815","1511708.14814815","1554409.62962963","1600109.25925926","1665146.2962963","43759149.6983143","47650085.5102919","47840931.2566667","52198995.4566667","55390388.7494195","","",
"Greenland","GRL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","8000000","7199999.809","8100000.381","11399999.62","7099999.905","3200000.048","3200000.048","7199999.809","6000000","6000000","7500000","5500000","9300000.191","13500000","19200000","19700000","8600000","10600000","7800000","12700000","20500000","33300000","26900000","55600000","32488093.3102828","81922957.21","86086000","33700000","42100000","45500000","16900000","26473340","21976600","20762470","26790600","27905200","27745530","26125590","22906100","18786480","18333870","18910290","18007690","18565460",
"Guam","GUM","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","426666.677","","","","","","","","","","","2720000","9050000","8550000","8970000","23300000","17900000","21600000","27200000","27400000","24100000","53100000","50400000","80627000","54806000","48429000","61144000","72154442.74","85624875.03","128119878.587356","138270000","183688021.187932","122837355.318773","122229530.323596","131992083.343423","137963412.603401","139331508.19052","142391133.689795","149060525.506631","",
"High income","HIC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","1064267248.9919","3668658364.6282","4412519744.6551","5879168898.4137","6637234340.7982","10499153722.1015","11311956186.6934","14336403892.9282","18857969895.1902","21781513673.442","24354353458.0241","27600287329.4719","28448764574.8089","28055450581.3506","27994180870.0658","28505146931.605","34596139323.2639","40722703176.686","45496809015.914","50112261893.946","60186521060.4842","65965678416.6977","72663075978.076","76058084943.1025","80206138047.9034","89864795397.8722","92196047800.8356","91304973318.2053","93814934403.0169","106789605585.294","108047196971.969","115440271546.497","122540970843.287","133142465152.279","147325936031.403","158246897381.048","176104131440.21","208244910492.55","249222088893.185","241573267110.584","243689619038.876","276319560753.694","276123358600.59","297244423719.42","310913082046.21","302130265223.726","310146913096.809","324581562440.738","342603609254.173","343565650022.992","302435726935.683",
"Hong Kong SAR, China","HKG","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175202272.33603","167069717.541443","225384932.677877","308510999.738257","298887656.533509","317206835.767579","320620656.09914","348086664.354964","376550918.428137","387625008.907917","393106655.333527","413326243.774106","482936786.176408","554344973.678522","607118505.223147","656398055.161943","711498699.134628","758670560.600778","816526002.584576","875473343.789958","933973045.814541","997216059.343349","949158030.779975",
"Honduras","HND","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8100000","9500000","500000","600000","9400000","11500000","10900000","12004818.71","16634547","483545.772191016","2121696.76663915","2487220","36950000","27187940.39","27285337.546176","32975283.7674903","36431743.4223383","40938147.3901","42100000","41100000","41100000","261148690.279213","288137023.045869","329933337.227853","",
"Heavily indebted poor countries (HIPC)","HPC","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","5400000.095","3279988.05","7940000.057","97286626.114","393371823.333","509435947.145","610664138.506","851763713.5765","1209196247.6679","1536069624.5674","1183308824.1928","1061603674.3059","1035450621.895","943112149.619","968346006.5854","1274828959.8986","1349685725.9699","1313196936.3339","1125176168.9039","1184989540.14344","1148112628.16829","1203277972.94054","1092413192.25404","833772927.939941","829682522.088222","931925386.681203","962093220.102698","974050004.808191","1260401816.39103","1347597977.90364","1278051003.55815","1496566369.72371","1541239761.61297","1594752311.97325","1749411546.85858","1923569522.75948","2177472661.53404","2739893472.33035","3389025163.80322","4021665489.77435","4630868087.87445","4881468059.79978","5515177316.53584","5095291249.45174","7540850726.73641","6425787409.63692","6332778104.96126","7217118333.87714","6078868788.00284","1433279415.11528",
"Croatia","HRV","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14678982.042","37422012.699","35479433.537","43294100.489","64996306.2062405","70878588.59392","87132886.6515178","109470730.836544","116977780.963214","197045573.163937","262222956.973907","345284588.723415","392883995.384244","350236765.729527","332843888.295726","363441737.247267","247440156.426885","267400672.550913","443471012.204705","413775663.924019","425069349.533865","467101205.327353","532978747.537759","531082871.938114","570080839.298766",
"Haiti","HTI","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","5400000.095","3279988.05","7940000.057","10399991.04","39380001.07","44840000.15","44099998.47","47279998.78","50680000.31","54340000.15","61840000.15","47340000.15","43479999.54","45000000","47240001.68","53400001.53","56919998.17","60680000.31","63459999.08","","","","","","","","","","","11000000","19340000","22000000","31350000","38520000","59686000","75515000","96408000","117080211.677778","134824003.777778","166978561.660663","240237393.533333","231924077.155555","247694320.733333","248597074.395626","247297661.250661","266344547.117976","297710340.430135","309385081.654333","284118893.022358","",
"Hungary","HUN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125795057.974271","79687942.9146762","72976531.1037658","59806975.393801","80264886.4193071","301289544.434229","314975099.907338","391634248.225877","483626364.343916","581761711.532859","697440225.273857","797907342.138648","999774697.213751","1119427431.32393","896315897.168757","859892487.213434","913931692.602452","863097189.426362","858480889.193511","868845038.202167","676851846.05136","782106347.66667","863352790.181613","1109181126.38988","1406239785.18124","1250109308.82072",
"IBRD only","IBD","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","336599899.3","376861066.86","384714313.53","544144946.11","721160859.155","1022991259.134","1115667546.8474","2243487471.4941","2781797851.799","2787163438.775","3703949295.057","4115379370.638","4303343652.745","4308731199.2424","3478687448.8248","2975299327.31","2724159290.0424","2927187261.5138","3083319862.0275","3292183057.9349","3679419136.94014","3139155433.1334","3499968768.93786","3585674485.55568","4068928861.8813","5521578240.35983","5818916172.28279","6408376944.58514","7088165345.49146","4901937203.68078","6612590701.84837","8270448261.59103","15236908751.158","18357479518.2956","25413548065.8936","30007780732.1408","38219474971.3223","49915185586.3516","65983153906.6983","60039834637.8801","64291738237.9812","71386806163.4863","83640447288.38","95580568102.5542","94988795224.6445","78110675654.5641","75697653949.3886","95661426416.754","102546808256.221","105228385093.715","87409306877.5628",
"IDA & IBRD total","IBT","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","336599899.3","382303083.3904","388043129.6715","552299400.1026","818589758.2927","1422186081.9225","1666693006.1913","3129618087.3611","3983396947.9153","4517426966.0702","5955059840.0137","5979256499.7325","6000256657.4804","5923410963.5286","4898559043.9732","4335987106.2177","4269542580.8196","4428099633.4548","4565311324.2292","4571762104.1739","5093359858.05523","4563182803.13876","4946271501.31232","4902212082.90592","5141631813.99576","6684690536.24962","7125223330.60418","7732448558.5216","8438301315.88448","6477090998.06752","8230814243.02327","9837799174.87143","17122119999.5552","20378721124.706","27902256841.8448","32731092475.6314","41486235394.3943","53736807609.0287","70584037765.3694","65323445773.0388","71035163596.5474","78762072242.0129","91379075321.8758","104586652858.519","103997121344.905","89822061522.7524","85739152340.4079","105206810237.34","112891442574.901","114162996941.587","90358457556.0381",
"IDA total","IDA","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","5442016.5304","3328816.1415","8154453.9926","97428899.1377","399194822.7885","551025459.3439","886130615.867","1201599096.1163","1730263527.2952","2251110544.9567","1863877129.0945","1696913004.7354","1614679764.2862","1419871595.1484","1360687778.9077","1545383290.7772","1500912371.941","1481991462.2017","1279579046.239","1413940721.11508","1424027370.00536","1446302732.37446","1316537597.35024","1072702952.11446","1163112295.88979","1306307158.32139","1324071613.93645","1350135970.39301","1575153794.38674","1618223541.1749","1567350913.2804","1885211248.39718","2021241606.41037","2488708775.95118","2723311743.49057","3266760423.07197","3821622022.67714","4600883858.67107","5283611135.15879","6743425358.56627","7375266078.52655","7738628033.4958","9006084755.96499","9008326120.2602","11711385868.1883","10041498391.0193","9545383820.58569","10344634318.68","8934611847.87217","2949150678.47523",
"IDA blend","IDB","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","5719583.035","42314683.556","287363158.7898","380752520.194","572811033.485","854311248.6228","803673139.467","731786120.063","709177514.921","595071591.3106","545894852.781","424251545.6983","314583688.971","358772471.009","284321503.0371","265129574.894321","264601791.868432","287498777.191665","215137754.638885","160214907.263808","119098047.130344","143220973.488785","179873791.214555","196028941.144262","168706541.916062","91759668.0185457","105381053.337585","169651759.341793","228930131.117502","309222229.580811","400239900.946599","486747008.707965","533380202.101944","603068194.967697","749229896.51693","995361615.123703","1300468221.03677","1272529888.27332","1445933163.93346","1562251132.10635","2155208431.7995","2070962510.77823","1390690411.85862","1076313641.98171","919972849.599872","1058876891.08484",
"Indonesia","IDN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","913221515.578803","1178915744.91106","1359066195.95657","1654250000","1971467529.68484","2701592136.1781","2839937799.40017","3163740018.45565","3633613324.98246","3951108963.41336","4119081643.74152","4605139443.45581","5150593774.53716","5177356261.76192","5148052050.62653","5070875384.27098","4546939545.85202",
"IDA only","IDX","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","5442016.5304","3328816.1415","8154453.9926","97428899.1377","393475239.7535","508710775.7879","598767457.0772","820846575.9223","1157452493.8102","1396799296.3339","1060203989.6275","965126884.6724","905502249.3652","824800003.8378","814792926.1267","1121131745.0789","1186328682.97","1123218991.1927","995257543.2019","1148811146.22076","1159425578.13693","1158803955.1828","1101399842.71136","912488044.85065","1044014248.75944","1163086184.83261","1144197822.7219","1154107029.24875","1406447252.47067","1526463873.15636","1461969859.94282","1715559489.05538","1792311475.29287","2179486546.37036","2323071842.54397","2780013414.36401","3288241820.5752","3997815663.70337","4534381238.64186","5748063743.44256","6074797857.48978","6466098145.22248","7560151592.03153","7446074988.15384","9556177436.38879","7970535880.24111","8154693408.72707","9268320676.69831","8014638998.2723","1890273787.39039",
"Isle of Man","IMN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","9138853.073","11641249.66","57404830.93","10211729.05","29241802.22","15402512.55","13516844.75","39727378.85","27499765.4","30896383.29","42055763.24","65468292.24","93125846.86","98650077.82","105592307.849846","51584170.4257694","67776932.4476307","259423927.228073","350832857.498815","419173566.673667","537989269.688786","161582930.284859","44157098.0058677","36167394.580906","486141918.920588","751084697.32803","1186800148.05182","1265419810.02876","1652783174.47976","1348282857.83685","1561865362.25486","2059330846.41695","3812363580.52741","2889988304.59485","3828678498.46335","4077745355.88492","4963082153.94881","6431771261.44381","6221785952.85526","4882832496.02911","5622636934.7372","6958929627.68117","6781570846.83791","7531590149.75828","7009402307.91664",
"Not classified","INX","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","87452072.14","61831905.36","92841346.74","195164474.5","152347991.9","127232048","165348129.3","167839157.1","177219314.6","159769455","161722656.3","173176376.3","179248428.3","169957229.6","166191528.3","120483360.3","180892623.9","273767791.7","587765564","787950378.4","997123779.3","1440042290.39798","1853312504.71345","2519896788.50883","2672746704.51796","2550787027.0859","2266001454.83405","2194956463.94751","954420592.642682","909845132.093982","934065654.956391","703547560.974833","694032242.941152","1613257566.03686","725122899.670331","754350354.112555","",
"Iran, Islamic Rep.","IRN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82500000","781300000","17300000","31400000","26700000","48400000","78000000","548000000","484000000","599300000","539300000","349600000","396200000","499700000","664300000","580700000",
